,reply_text,reply_type
2375,"['I', 'think', 'it', 'sold', 'out', 'in', 'minus', 'minutes', '.']",deny
2376,"['noooooo', '!']",comment
2377,"[""God's"", 'miracles', 'are', 'just', 'inelicable', ',', 'who', 'had', 'imagined', 'an', 'executioner', 'would', 'leave', 'his', 'identity', 'card', 'at', 'the', 'crime', 'scene']",support
2378,"['Face', 'hidden', 'but', 'identity', 'card', 'left', 'at', 'the', 'crime', 'scene', ',', 'if', 'he', 'was', 'clever', 'enough', ',', 'he', 'would', 'have', 'left', 'it', 'at', 'home', 'from', 'the', 'very', 'onset']",comment
2379,"['Animals', '!', 'Will', 'they', 'get', 'their', 'virgins', 'in', 'hell', '?', 'Because', ',', ""that's"", 'where', 'they', 'are', 'going', '!']",comment
2380,"['the', 'religion', 'of', 'peace', 'at', 'it', 'again', '..']",comment
2381,"['“', ':', 'French', 'police', ':', 'Said', 'Kouachi', 'and', 'Cherif', 'Kouachi', 'wanted', 'in', 'Paris', 'terror', 'attack', ':', 'him']",deny
2382,"['COWARDS', 'less', 'than', 'humans']",comment
2383,"['look', 'his', 'face', 'they', 'are', 'moeslim', 'and', 'they', 'is', 'vandals', 'everywhere', '..', 'shit', 'moeslim', '.']",comment
2384,"['Dead', 'eyes', '.', 'No', 'soul', 'to', 'these', 'guys', '.']",comment
2385,"['“', ':', 'French', 'police', ':', 'Said', 'Kouachi', 'and', 'Cherif', 'Kouachi', 'wanted', 'in', 'Paris', 'terror', 'attack', ':', 'the', 'face', 'of', 'cowards']",support
2386,"['there', 'is']",comment
2387,"['see', 'what', 'happens', 'when', 'you', 'put', 'down', 'people', '.']",comment
2388,"['Enjoyyyyyy', ""I'm"", 'jealous']",comment
2389,"['If', ""there's"", 'one', 'thing', 'fans', 'love', 'more', 'than', 'the', 'music', ',', ""it's"", 'queueing', '!']",comment
2390,"['I', ""can't"", 'go', 'lol', 'I', 'have', 'to', 'work', 'or', 'I', 'would', 'should', 'be', 'amazing', '.']",comment
2391,"['and', 'boy', 'did', 'we', 'know', 'how', 'to', 'queue', 'mate', '.']",comment
2392,"['I', 'hope', 'you', 'enjoy', '!', 'Only', 'slightly', 'jealous']",comment
2393,"['very', 'very', 'true', 'hope', ""it's"", 'a', 'heck', 'of', 'a', 'concert', '.']",comment
2394,[],support
2395,"['Theres', 'also', 'an', 'elosion', 'in', 'a', 'restaurant', 'there', '.']",comment
2396,[],comment
2397,"['Pencils', 'as', '-', '11', '?', 'All', 'the', 'cartoon', 'responses', 'are', 'cartoonists', 'as', 'victims', '.', ""Where's"", 'the', 'defiance', '?']",deny
2398,"['It', 'happen', 'hour', 'ago', ',', 'not', 'very', 'reactive', ',', 'big', 'issues', 'with', 'Data', 'evaluation']",comment
2399,"['“', ':', 'Geoblock', 'lifted', 'on', '.', 'Streaming', 'coverage', 'of', 'Martin', 'Place', 'siege', 'in', 'Sydney', 'here', '.']",support
2400,"['How', 'hard', 'is', 'it', 'to', 'turn', 'down', 'the', 'external', 'sound', 'ABC', '?']",comment
2401,"['Ta', ',', 'trying', 'that', 'one', 'too', '.', ""I'm"", 'on', 'this', 'one']",comment
2402,"['Yes', '.', 'This', 'is', 'what', 'real', 'news', 'is', 'about', ':', '“', ':', 'Geoblock', 'lifted', 'on', '.', 'Streaming', 'coverage', 'of', 'the', 'Martin', 'Place', 'siege', 'in', 'Sydney', '...', '""']",comment
2403,"['does', 'not', 'seem', 'to', 'work', 'on', 'mobile', 'in', 'the', 'US', '.', 'What', 'about', 'your', 'YouTube', 'stream', '?']",comment
2404,"['Still', 'blocked', 'here', '(', 'USA', ',', 'iOS', 'iView', 'app', ')', '.', 'The', 'geoblock', 'lifting', 'never', 'works', '...', '>', '<', 'Just', 'get', 'rid', 'of', 'it', '.', 'Eats', 'pay', 'tax', 'too', '!']",comment
2405,"[""it's"", 'not', 'working', 'here', 'in', 'the', 'uk', 'mate']",comment
2406,['thanks'],comment
2407,"['Put', 'the', 'geoblock', 'back', 'on', '!', 'We', 'can', 'have', 'coverage', 'once', ""they're"", 'out', '.', ""Don't"", 'broadcast', 'police', 'movements', '!']",comment
2408,"['the', 'more', 'coverage', 'there', 'is', 'the', 'more', 'worried', 'I', 'am', 'its', 'giving', 'these', 'people', 'what', 'they', 'want', ',', 'and', 'the', 'situation', 'a', 'bad', 'end', '.']",comment
2409,"['Are', 'your', 'reporters', '%', 'sure', 'it', 'is', 'an', 'ISIS', 'flag', '?', 'Cause', 'that', 'is', 'what', 'is', 'being', 'reported', '.']",query
2410,"['Any', 'danger', 'of', 'leaving', 'it', 'off', 'for', 'good', '?', '?', 'Eats', 'are', 'shut', 'out', 'by', 'the', 'ABC', '.', 'Missing', 'quality', 'shows', '.']",query
2411,"['you', 'would', 'have', 'to', 'talk', 'to', 'the', 'content', 'rights', 'holders', ',', 'they', 'determine', 'where', 'ABC', 'can', 'allow', 'their', 'shows', 'to', 'be', 'broadcast']",comment
2412,"[""it's"", 'not', 'often', 'that', 'people', 'need', 'a', 'VPN', 'to', 'get', 'into', 'Aus', '!']",comment
2413,"['super', 'awesome']",comment
2414,"['cc', ':']",comment
2415,"['still', 'does', 'not', 'work', 'in', 'uk']",comment
2416,"['fingers', 'crossed', 'this', 'ends', 'well', 'and', 'swiftly', '.']",comment
2417,"['NOO', '..']",comment
2418,"['omg', 'no']",comment
2419,"['not', 'good', 'news', '...']",comment
2420,"['ideally', 'the', 'dead', 'are', 'the', 'ones', 'that', 'were', 'practicing', 'their', '""', 'Religion', 'of', 'Peace', '""']",comment
2421,"['“', ':', ':', 'At', 'least', 'two', 'people', 'have', 'died', 'following', 'the', '.', 'people', 'are', 'being', 'treated', 'by', 'paramedics', '.', '”', 'Please', 'no']",comment
2422,[],comment
2423,"['“', ':', ':', 'At', 'least', 'two', 'people', 'have', 'died', 'following', 'the', '.', 'people', 'are', 'being', 'treated', 'by', 'paramedics', '.', '”', 'nooooo']",support
2424,"['not', 'confirmed']",deny
2425,"['“', ':', ':', 'At', 'least', 'two', 'people', 'have', 'died', 'following', 'the', '.', 'people', 'are', 'being', 'treated', 'by', 'paramedics', '.', '”', 'NO', 'PLEASE']",support
2426,"[""what's"", 'happened', 'to', 'the', 'guy', '!']",query
2427,['noooooo'],comment
2428,"['brain', 'washed', 'fanatics', '.', 'The', 'amount', 'of', 'fervor', 'needed', 'to', 'commit', 'such', 'a', 'horrific', 'act', 'is', 'unimaginable', '.']",comment
2429,"['Ineicable', 'evil', '!', '“', ':', 'men', 'wearing', 'hoods', '&', 'black', 'clothing', 'shoot', 'a', 'wounded', 'man']",comment
2430,"['That', 'poor', 'man', 'pictured', 'was', 'a', 'Police', 'Officer']",comment
2431,"['I', 'hope', 'They', 'are', 'taken', 'alive']",comment
2432,"['the', 'man', 'might', 'have', 'been', 'a', 'wounded', 'police', 'officer', 'as', 'per', 'Tv', 'news', 'coverage']",comment
2433,"['Terribile', '“', ':', 'video', 'show', 'two', 'attackers', 'wearing', 'hoods', '&', 'black', 'clothing', 'shoot', 'a', 'wounded', 'man', '”']",support
2434,"['and', 'terrible', 'too']",comment
2435,"['Police', 'Officer', 'down', 'in', 'picture', ',', 'killed', 'by', 'armed', 'terrorists', 'who', 'shouted', ',', '""', 'the', 'prophet', 'is', 'avenged', '""', 'after', 'slaughtering', 'him', '.']",comment
2436,"['so', 'sad']",comment
2437,"['Now', 'police', 'issue', 'pix', 'of', '""', 'alleged', '""', 'robbery', 'involving', 'Michael', 'Brown', 'in', 'via']",comment
2438,"['Is', 'there', 'a', 'police', 'report', 'we', 'can', 'see', '?', 'Initially', ',', 'the', 'police', 'said', 'the', 'victim', 'was', 'stopped', 'for', 'walking', 'in', 'the', 'street', '.']",comment
2439,"['that', 'is', 'him', 'same', 'hat', 'and', 'outfit', 'at', 'sceen', 'still', 'gave', 'no', 'right', 'to', 'kill', 'him']",support
2440,"[':', 'Photos', 'of', 'alleged', 'robbery', 'involving', 'in', '(', 'via', 'police', ')']",comment
2441,"['Is', 'robbery', 'a', 'death', 'penalty', 'in', 'MO', '?', 'and', 'without', 'a', 'trial', '?']",comment
2442,"[':', 'Photos', 'of', 'alleged', 'robbery', 'involving', 'Michael', 'Brown', 'in', '(', 'via', 'police', ')']",comment
2443,"['.', 'Which', 'excuses', 'him', 'getting', 'shot', 'in', 'the', 'street', 'and', 'his', 'body', 'left', 'there', 'for', 'four', 'hours', 'HOW', '?', ""Y'all"", 'are', 'magpies', ';', 'all', 'you', 'see', 'is', 'shiny', '.']",comment
2444,"['Easy', 'to', 'know', 'if', 'this', 'is', 'Brown', 'by', 'looking', 'at', 'what', 'he', 'was', 'wearing', 'when', 'he', 'was', 'killed', '.', 'Has', 'there', 'been', 'a', 'positive', 'ID', 'for', 'this', '?']",query
2445,"['one', 'sure', 'way', 'to', 'know', 'would', 'be', 'if', 'they', 'tested', 'for', 'DNA', 'on', 'the', 'employees', 'shirt', '...']",comment
2446,"['Even', 'so', '-', 'since', 'when', 'do', 'you', 'shoot', 'a', 'suspected', 'robber', 'if', 'he', 'is', 'unarmed', 'and', 'cooperating', '?']",comment
2447,"['I', 'agree', 'it', ""isn't"", 'robbery', 'its', 'simple', 'shoplifting', 'an', 'assult']",comment
2448,"['True', '.', 'However', 'if', 'clothes', 'were', 'different', 'or', 'the', 'same', 'would', 'do', 'it', 'also', '-', 'I', 'doubt', 'that', 'he', 'the', 'time', 'to', 'change', '.']",comment
2449,"['Now', 'they', 'say', 'this', '?', 'Not', 'very', 'believable', '.']",deny
2450,"[""Here's"", 'a', 'petition', 'to', 'stop', 'militarization', 'of', 'police', 'departments']",comment
2451,"['It', ""doesn't"", 'matter', 'if', ""it's"", 'him', 'in', 'this', 'picture', 'or', 'not', 'the', 'report', 'said', 'he', 'was', 'unarmed', 'still', 'no', 'reason', 'to', 'shoot', 'him']",comment
2452,"['That', 'guy', 'is', 'much', 'fatter', 'then', 'Michael', 'and', 'older']",deny
2453,"['“', ':', 'Photos', 'of', 'alleged', 'robbery', 'involving', 'Michael', 'Brown', 'in', '(', 'via', 'police', ')', '”']",comment
2454,"['.', 'why', 'are', 'the', 'cops', 'releasing', 'this', '?', 'Has', 'nothing', 'to', 'do', 'with', 'later', 'shooting', '.']",comment
2455,"[""That's"", 'only', 'in', 'countries', 'that', 'need', 'to', 'be', 'converted', '!']",comment
2456,"['""', 'Unfortunately', '""', 'there', 'is', 'no', 'proof', 'he', 'did', 'that', 'and', 'witnesses', 'who', 'say', 'he', ""didn't"", 'go', 'for', 'the', 'gun', '.', 'Perhaps', 'we', 'should', 'wait', 'for', 'facts']",deny
2457,"['...', ""That's"", 'just', 'plain', 'funny', '.']",comment
2458,"['so', 'bad', '...']",comment
2459,"['you', 'know', 'that', 'was', 'funny', '!']",comment
2460,"['terrible', 'attempt', 'at', 'humor', '.', 'Shame', 'on', 'you', '.']",deny
2461,['lol'],comment
2462,"['Good', 'one', '!']",support
2463,"['Funny', '.', 'Unfortunately', 'wrestling', 'a', 'cops', 'gun', 'away', 'would', 'have', 'gotten', 'you', 'shot', 'yrs', 'ago', '&', 'it', 'will', 'get', 'you', 'shot', 'yrs', 'from', 'now', '.']",deny
2464,"['Asians', 'be', 'like', '""', 'F', '$', 'ck', 'this', 'shit', ',', 'I', 'gotta', 'go', 'home', 'and', 'study', '""', '.']",comment
2465,"['Give', 'her', 'a', 'gun', 'maybe', ""she'll"", 'end', 'this.The', 'Police', 'are', 'afraid', 'of', 'a', 'shot', 'gun', '.', 'U', 'should', 'have', 'got', 'him', 'B4', 'the', 'World', 'woke', 'up', 'this', 'AM']",comment
2466,"['you', 'made', 'this', 'girl', 'a', 'top', 'student', 'and', 'skilled', 'sport', 'women', 'and', 'all', 'comeon', 'man', 'lets', 'things', 'get', 'over', 'first']",comment
2467,['lol'],comment
2468,['selfies'],comment
2469,"['If', 'you', 'work', 'with', 'this', 'twat', ',', 'kick', 'him', 'in', 'the', 'balls', 'for', 'me', '.', 'Kthxbai', '.', '“', ':', 'selfies', '”']",comment
2470,"['Why', 'release', 'her', 'name', '?', 'Give', 'her', 'time', 'to', 'heal', 'in', 'privacy', '.', 'Do', 'you', 'have', 'no', 'ethics', '?']",comment
2471,"['A', 'sportswoman', 'INDEED', ',', 'thank', 'God', 'she', 'survived', 'the', 'shooting', "":')""]",support
2472,"['“', ':', 'AC', 'Milan', 'midfielder', 'Michael', 'Essien', 'has', 'been', 'diagnosed', 'with', 'Ebola', '.', 'Get', 'well', 'soon', 'Michael', '.', '”', 'Fuck', 'off']",comment
2473,"['no', 'he', ""hasn't"", '.', 'The', 'man', 'himself', 'confirmed', 'not', 'true']",deny
2474,"['Glad', 'to', 'hear', 'this', 'is', 'just', 'a', 'rumour', '.', 'Disgusting', 'whoever', 'made', 'this', 'up', '.', 'Apologies', 'to', 'and', 'for', 'any', 'offence', 'caused', '.']",deny
2475,"['no', 'he', ""hasn't""]",deny
2476,"['“', ':', 'AC', 'Milan', 'midfielder', 'Michael', 'Essien', 'has', 'been', 'diagnosed', 'with', 'Ebola', '.', 'Get', 'well', 'soon', 'Michael', '.', '[', 'Daily', 'Times', ']', '”']",support
2477,"['“', ':', 'AC', 'Milan', 'midfielder', 'Michael', 'Essien', 'has', 'been', 'diagnosed', 'with', 'Ebola', '.', 'Get', 'well', 'soon', 'Michael', '.', '[', 'Daily', 'Times', ']', '”']",support
2478,[],comment
2479,"['woah', 'wtf']",comment
2480,"['""', ':', 'CONFIRMED', '|', 'shooter', 'shot', 'dead', 'at', 'Parliament', 'Hill', ',', 'but', 'there', 'is', 'more', 'than', 'suspect', '.', '”']",comment
2481,"['“', ':', 'CONFIRMED', '|', 'shooter', 'shot', 'dead', 'at', 'Parliament', 'Hill', ',', 'but', 'there', 'is', 'more', 'than', 'suspect', '.', '”']",comment
2482,[],comment
2483,"['Dear', 'Canada', ',', 'what', 'are', 'you', 'doing', '?', '?', '?', 'MT', 'CONFIRMED', '|', 'shooter', 'shot', 'dead', 'at', 'Parliament', 'Hill', '.']",comment
2484,"['“', ':', 'CONFIRMED', '|', 'shooter', 'shot', 'dead', 'at', 'Parliament', 'Hill', ',', 'but', 'there', 'is', 'more', 'than', 'suspect', '.', '”']",comment
2485,"['this', 'is', 'messed', 'up']",comment
2486,"['Extremism', 'and', 'Terrorism', 'has', 'no', 'place', 'in', 'Islam']",support
2487,"['sounds', 'like', 'a', 'sketch', 'from', 'family', 'guy']",support
2488,"['Did', 'the', 'Gunman', 'knew', 'that', 'he', 'will', 'rot', 'in', 'Hell', 'for', 'this', '?']",comment
2489,"['Ppl', 'use', 'as', 'excuse', 'to', 'do', 'violent', 'acts', '.', 'US', 'invading', 'shows', 'how', 'much', 'violence', 'is', 'naturally', 'born', 'into', 'humans', '.']",deny
2490,"['they', 'screamed', 'Allahu', 'Akbar', 'just', 'like', 'those', 'who', 'scream', 'Novorossiya']",deny
2491,"['sure', 'they', 'did']",support
2492,"['Many', 'religions', 'started', 'in', 'mid', 'east.It', 'indicates', 'peoples', 'with', 'no', 'sense', 'of', 'humor.Leave', 'them', 'alone', '.']",comment
2493,"['its', 'a', 'trap', '...', 'conspiracy', 'against', 'Islam', '...', 'cant', 'say', 'no', 'more', '...']",comment
2494,"['so', 'sad', '.']",comment
2495,[],comment
2496,"['ISLAMIC', 'SCHOLARS', 'SHOULD', 'COME', 'FORWARD', 'TO', 'END', ""'"", 'JIHAD', ""'"", '!', 'IT', 'IS', 'INHUMAN', '&', 'WOULD', 'DESTROY', 'THE', 'CREDIBILITY', 'OF', 'ISLAM', '!']",support
2497,"['Or', 'even', 'better', ',', 'how', 'about', 'the', 'world', 'just', 'abolishes', 'islam', 'all', 'together', '.', ""It's"", 'nothing', 'but', 'a', 'cancer', 'to', 'the', 'world', '.']",comment
2498,['pussies'],comment
2499,"['Must', 'be', 'a', 'very', 'weak', 'god', ',', 'that', 'Mohammad', 'that', 'it', 'uses', 'these', 'beasts', 'for', 'revenge', 'for', 'humor', ',', 'which', 'only', 'brings', 'shame', 'and', 'disgust', 'apon', 'it']",comment
2500,"['This', 'is', 'a', 'fair', 'revenge', '!', 'French', 'planes', 'with', 'impunity', 'in', 'Afghanistan', ',', 'Syria', ',', 'Libya', 'and', 'Iraq', '!']",comment
2501,"['“', ':', 'SHOOTING', ':', 'Gunmen', 'shouted', ""'"", 'we', 'have', 'avenged', 'the', 'prophet', '""', 'during', 'attack', '""', 'Now', ""that's"", 'tolerance', 'for', 'you']",comment
2502,['cc'],comment
2503,"[""that's"", 'also', 'not', 'a', 'robbery', 'in', 'most', 'jurisdictions', ',', ""it's"", 'a', 'petty', 'theft', '.', '(', 'Eg', 'Los', 'Angeles', ')']",comment
2504,"['I', 'stole', 'gum', 'from', 'a', 'drugstore', 'as', 'a', 'kid', '.', 'Glad', 'Im', 'alive', 'to', 'tell', 'it', '.']",comment
2505,"['for', 'real', '..', 'I', 'buy', 'a', 'box', 'for', 'bucks', '.']",comment
2506,"['WHY', 'does', 'the', 'time', 'stamp', 'say', ':', '51', 'on', 'the', 'report', ',', 'but', 'one', 'of', 'the', 'stills', 'of', 'the', 'robbery', 'shows', ':', '53', '?']",query
2507,"['The', 'property', 'would', 'have', 'been', 'valued', 'by', 'store', 'employee', 'not', 'cops', '.', 'Retail', 'cost', 'as', 'determined', 'by', 'business', '.']",deny
2508,"['The', 'key', 'here', 'is', 'the', 'verbiage', 'Theft', ',', 'burglary', ',', 'larceny', ',', 'or', 'Robbery', '?', 'Robbery', 'is', 'the', 'term', 'in', 'this', 'report', '!']",comment
2509,"['why', 'robbery', '..', 'whats', 'the', 'difference', 'between', 'shoplift', 'or', 'robbery', '..', 'I', 'have', 'not', 'read', 'report', 'yet']",comment
2510,"['Robbery', 'involves', 'threat', 'or', 'the', 'use', 'of', 'force', 'or', 'violence', 'to', 'take', 'the', 'property']",comment
2511,"['right', '.', 'So', 'he', 'did', 'that', 'for', 'cigars', '?', 'I', 'know', 'I', 'need', 'to', 'sit', 'and', 'read', 'report', '.', ""What's"", 'your', 'thoughts', 'on', 'sll', 'this']",query
2512,"['so', 'not', 'even', 'a', 'felony', '...', 'Haha']",support
2513,"['it', 'also', 'says', 'they', ""didn't"", 'arrive', 'on', 'the', 'scene', 'for', 'the', 'first', 'time', 'until', '/', '13']",comment
2514,"['So', 'there', 'are', 'already', 'two', 'different', 'charges', '!', 'And', 'none', 'of', 'them', 'shows', 'Michael', 'Browns', 'name', '!', '!', '!']",comment
2515,"['Notice', 'the', 'top', 'this', 'says', 'nd', 'suspect', '.', 'Mike', 'Brown', 'is', 'suspect', '.', 'Please', 'read', 'everything', 'out', 'there', '.']",comment
2516,"['Good', 'look', '!', 'Thank', 'you', '!']",comment
2517,"[""You're"", 'welcome', '!']",support
2518,"['Items', 'Stolen', ':', '-', 'Items', 'Recovered', ':', '-', 'Fatally', 'Shot', 'Suspects', ':', '...']",comment
2519,"['man', '.', 'in', 'so', 'heated', 'over', 'this']",comment
2520,"[""Could've"", 'been', 'a', 'count', 'box', 'which', 'are', '~', '$', '40', '.', 'Box', 'like', 'this', ':']",comment
2521,"['If', 'he', 'stole', 'a', 'case', 'of', 'cigars', ',', 'where', 'were', 'they', '?']",support
2522,"['if', 'they', 'have', 'the', 'box', 'it', 'would', 'be', 'in', 'evidence', ',', 'but', ""that's"", 'assuming', 'this', ""isn't"", 'just', 'fabricated', 'to', 'create', 'an', 'excuse', 'for', 'the', 'cop']",comment
2523,"['they', 'have', 'the', 'whole', 'thing', 'on', 'video', '..']",comment
2524,"['you', 'have', 'a', 'link', '?', 'or', 'you', 'just', 'taking', 'their', 'word', 'for', 'it', '?']",comment
2525,"['it', 'was', 'on', 'the', 'news', 'where', 'I', 'live', '.']",comment
2526,"['ok', ',', 'have', 'you', 'seen', 'the', 'video', '?']",query
2527,"['Actually', ""it's"", 'pretty', 'reasonable', '.', 'Maybe', 'do', 'research', 'before', 'tweeting', 'to', 'the', 'masses', '?']",comment
2528,"['lmap', 'research', 'before', 'tweeting', '?', 'pfft', 'if', 'anything', 'this', 'entire', 'mess', 'had', 'showed', 'research', 'is', 'the', 'last', 'thing', 'people', 'use']",comment
2529,"['Anon', 'has', 'been', 'pretty', 'awful', 'through', 'this', 'whole', 'thing', '.']",support
2530,"['I', 'meant', 'in', 'general', '.', 'People', 'went', 'off', 'the', 'deep', 'end', 'and', 'believed', 'the', 'st', 'thing', 'they', 'heard', 'or', 'read', '.', 'No', 'matter', 'how', 'sided']",comment
2531,"['Oh', 'for', 'sure', '..', 'Anon', 'has', 'been', 'exceptionally', 'awful', 'though', '!']",support
2532,"['You', 'should', 'be', 'focusing', 'on', 'the', 'ROBBERY', 'charge', 'and', 'not', 'the', 'SHOPLIFTING', 'charge', '.']",comment
2533,"['$', '50', '?', '!', 'Shit', '..', 'Mane', 'this', 'is', 'some', 'nonsense', 'the', 'report', ""don't"", 'even', 'look', 'right', '.', 'Missing', 'info', 'allat']",comment
